YEAR,MO,DY,HR,PS,WS10M,WD10M,PRECTOTCORR,RH2M,QV2M,T2M,T2MDEW,T2MWET,WS50M,WD50M
2024,6,11,21,91.72,0.21,190.49,0.0,22.81,7.57,32.4,8.46,20.43,0.35,199.65
2024,6,11,22,91.77,0.92,67.12,0.0,26.56,8.0,30.66,9.23,19.95,1.23,67.66
2024,6,11,23,91.75,1.94,58.17,0.0,31.88,8.36,28.25,9.84,19.05,2.82,58.82
2024,6,12,0,91.75,2.44,55.55,0.0,36.25,8.61,26.56,10.3,18.44,3.91,56.98
2024,6,12,1,91.72,2.59,55.06,0.0,38.56,8.73,25.76,10.52,18.14,4.46,57.23
2024,6,12,2,91.71,2.63,56.4,0.0,40.44,8.85,25.19,10.74,17.97,4.61,59.0
2024,6,12,3,91.72,2.64,60.78,0.0,41.25,8.85,24.85,10.75,17.8,4.61,63.43
2024,6,12,4,91.74,2.56,65.63,0.0,41.5,8.79,24.63,10.65,17.64,4.39,68.82
2024,6,12,5,91.75,2.43,69.29,0.0,41.5,8.79,24.61,10.62,17.62,4.15,72.93
2024,6,12,6,91.81,2.4,76.05,0.0,38.5,9.58,27.43,12.0,19.71,3.85,77.23
2024,6,12,7,91.85,3.32,110.1,0.0,30.56,9.09,30.5,11.18,20.84,4.02,112.48
2024,6,12,8,91.87,3.56,137.49,0.0,28.75,9.7,32.72,12.17,22.44,3.85,133.19
2024,6,12,9,91.88,3.52,157.99,0.0,25.69,9.7,34.69,12.18,23.44,3.51,152.98
2024,6,12,10,91.85,3.89,172.37,0.0,23.94,9.83,36.28,12.43,24.36,3.76,168.85
2024,6,12,11,91.8,4.12,180.43,0.0,23.0,10.13,37.46,12.83,25.15,3.98,178.09
2024,6,12,12,91.74,4.0,185.72,0.0,22.5,10.38,38.35,13.21,25.78,3.86,184.18
2024,6,12,13,91.65,3.72,190.65,0.0,22.31,10.62,38.84,13.54,26.19,3.58,189.67
2024,6,12,14,91.57,3.48,196.28,0.0,22.5,10.74,38.9,13.69,26.3,3.37,196.42
2024,6,12,15,91.49,3.36,205.31,0.0,23.06,10.8,38.58,13.79,26.18,3.36,206.92
2024,6,12,16,91.45,3.18,215.6,0.0,23.81,10.74,37.83,13.66,25.75,3.33,218.62
2024,6,12,17,91.47,2.81,224.44,0.0,25.31,10.62,36.59,13.54,25.07,3.11,227.54
2024,6,12,18,91.51,1.73,227.74,0.0,30.94,11.78,34.8,15.11,24.95,2.62,228.27
2024,6,12,19,91.58,1.25,216.37,0.0,34.44,11.78,32.9,15.12,24.01,1.88,218.06
2024,6,12,20,91.66,0.77,198.43,0.0,33.31,11.17,32.58,14.3,23.44,1.12,201.35
2024,6,12,21,91.71,0.38,153.43,0.0,33.94,11.05,32.06,14.14,23.1,0.55,161.05
2024,6,12,22,91.74,0.68,78.82,0.0,36.12,11.17,31.16,14.32,22.74,0.87,82.23
2024,6,12,23,91.73,1.39,62.86,0.0,40.69,11.41,29.44,14.68,22.06,1.9,63.33
2024,6,13,0,91.69,1.97,58.96,0.0,45.12,11.54,27.83,14.85,21.34,2.89,59.49
2024,6,13,1,91.65,2.24,57.25,0.0,49.0,11.66,26.55,15.02,20.79,3.47,58.17
2024,6,13,2,91.62,2.3,56.09,0.0,51.81,11.72,25.73,15.16,20.45,3.62,57.61
2024,6,13,3,91.6,2.25,57.64,0.0,53.5,11.72,25.14,15.11,20.12,3.56,60.11
2024,6,13,4,91.6,2.18,60.87,0.0,54.06,11.54,24.73,14.9,19.82,3.43,64.25
2024,6,13,5,91.63,2.11,65.05,0.0,54.12,11.41,24.51,14.73,19.62,3.41,68.2
2024,6,13,6,91.68,2.32,73.39,0.0,47.44,11.78,27.32,15.19,21.26,3.19,72.5
2024,6,13,7,91.72,2.34,121.09,0.0,37.94,11.35,30.58,14.58,22.58,2.63,125.58
2024,6,13,8,91.73,2.76,161.15,0.0,30.94,10.74,33.2,13.72,23.46,2.67,158.54
2024,6,13,9,91.74,3.17,184.66,0.0,26.31,10.25,35.21,12.97,24.09,2.9,184.33
2024,6,13,10,91.71,3.94,199.59,0.0,23.19,9.89,36.87,12.46,24.66,3.69,201.46
2024,6,13,11,91.64,4.4,207.93,0.0,21.0,9.64,38.23,12.07,25.15,4.24,210.67
2024,6,13,12,91.56,4.46,215.44,0.0,19.31,9.28,39.08,11.53,25.3,4.38,218.77
2024,6,13,13,91.44,4.32,224.12,0.0,17.81,8.91,39.78,10.85,25.31,4.34,228.21
2024,6,13,14,91.35,4.2,232.79,0.0,16.62,8.42,40.03,10.04,25.04,4.32,237.49
2024,6,13,15,91.27,3.97,240.66,0.0,15.81,7.93,39.83,9.1,24.47,4.23,245.47
2024,6,13,16,91.25,3.77,247.58,0.0,15.5,7.51,39.08,8.24,23.66,4.16,251.84
2024,6,13,17,91.26,3.4,250.23,0.0,16.0,7.2,37.87,7.72,22.8,3.98,253.34
2024,6,13,18,91.34,1.94,245.71,0.0,24.0,9.22,34.93,11.34,23.13,3.29,247.52
2024,6,13,19,91.44,1.63,237.53,0.0,25.12,8.67,32.96,10.37,21.66,2.44,239.16
2024,6,13,20,91.53,1.05,234.66,0.0,22.44,7.69,32.93,8.67,20.8,1.56,236.63
2024,6,13,21,91.61,0.45,238.52,0.0,20.75,7.2,33.13,7.69,20.41,0.73,240.71
2024,6,13,22,91.64,0.26,356.53,0.0,21.38,7.14,32.52,7.61,20.06,0.28,318.37
2024,6,13,23,91.62,0.79,15.4,0.0,22.81,7.14,31.42,7.64,19.53,0.87,6.68
2024,6,14,0,91.59,1.25,17.08,0.0,25.06,7.26,29.99,7.83,18.9,1.51,11.31
2024,6,14,1,91.54,1.6,16.41,0.0,26.81,7.26,28.88,7.83,18.36,2.03,11.74
2024,6,14,2,91.5,1.84,16.05,0.0,28.38,7.39,28.09,8.01,18.05,2.38,11.94
2024,6,14,3,91.46,1.89,28.04,0.0,29.31,7.39,27.51,7.97,17.74,2.43,25.49
2024,6,14,4,91.46,1.92,48.64,0.0,30.19,7.39,27.0,7.96,17.48,2.46,49.12
2024,6,14,5,91.48,2.04,69.14,0.0,31.75,7.45,26.28,8.07,17.18,2.8,72.27
2024,6,14,6,91.53,1.95,87.94,0.0,34.62,8.97,28.03,10.89,19.46,3.24,91.52
2024,6,14,7,91.58,3.15,117.01,0.0,23.88,7.51,31.48,8.37,19.93,3.65,119.81
2024,6,14,8,91.61,4.32,143.84,0.0,22.44,8.0,33.59,9.22,21.4,4.68,141.85
2024,6,14,9,91.63,4.29,159.88,0.0,23.56,9.09,35.05,11.15,23.1,4.35,156.84
2024,6,14,10,91.6,4.22,179.15,0.0,23.31,9.77,36.58,12.3,24.44,4.06,177.68
2024,6,14,11,91.54,4.19,193.6,0.0,22.75,10.19,37.76,12.93,25.35,3.96,194.61
2024,6,14,12,91.46,4.08,203.08,0.0,22.12,10.44,38.69,13.24,25.96,3.9,205.54
2024,6,14,13,91.39,3.94,210.79,0.0,21.44,10.5,39.35,13.34,26.35,3.82,214.08
2024,6,14,14,91.34,3.75,218.4,0.0,21.0,10.38,39.59,13.21,26.4,3.7,222.78
2024,6,14,15,91.3,3.27,224.13,0.0,20.62,10.13,39.36,12.77,26.06,3.31,229.88
2024,6,14,16,91.28,2.73,229.65,0.0,20.62,9.64,38.55,12.06,25.3,2.86,236.35
2024,6,14,17,91.28,2.32,231.97,0.0,20.94,9.28,37.45,11.42,24.44,2.55,238.16
2024,6,14,18,91.34,1.37,227.77,0.0,27.06,10.56,35.25,13.41,24.33,2.07,229.75
2024,6,14,19,91.42,1.01,202.38,0.0,29.12,10.38,33.54,13.07,23.3,1.41,205.29
2024,6,14,20,91.51,0.67,158.82,0.0,28.81,9.83,32.81,12.28,22.55,0.88,163.5
2024,6,14,21,91.6,0.78,116.31,0.0,29.69,9.64,31.93,11.98,21.95,1.03,120.07
2024,6,14,22,91.65,1.2,87.4,0.0,33.12,9.89,30.51,12.4,21.46,1.68,90.53
2024,6,14,23,91.66,1.71,71.07,0.0,38.06,10.38,28.92,13.16,21.04,2.5,74.05
2024,6,15,0,91.63,2.05,61.58,0.0,41.81,10.62,27.71,13.54,20.62,3.24,64.11
2024,6,15,1,91.6,2.18,55.97,0.0,44.31,10.68,26.84,13.66,20.25,3.63,58.74
2024,6,15,2,91.58,2.21,53.33,0.0,46.06,10.74,26.21,13.72,19.96,3.76,56.44
2024,6,15,3,91.55,2.26,55.27,0.0,47.31,10.68,25.63,13.62,19.62,3.89,58.64
2024,6,15,4,91.53,2.22,60.28,0.0,47.81,10.56,25.26,13.44,19.35,3.78,64.28
2024,6,15,5,91.54,2.1,66.58,0.0,47.88,10.44,25.11,13.3,19.21,3.56,71.6
2024,6,15,6,91.57,2.38,78.25,0.0,42.69,10.8,27.59,13.76,20.67,3.27,77.59
2024,6,15,7,91.62,2.55,120.81,0.0,33.5,10.13,30.75,12.8,21.77,2.88,125.84
2024,6,15,8,91.65,3.04,160.36,0.0,29.25,10.25,33.32,12.95,23.13,3.06,158.55
2024,6,15,9,91.66,3.3,180.68,0.0,26.56,10.38,35.26,13.15,24.2,3.13,179.43
2024,6,15,10,91.61,3.79,193.61,0.0,24.62,10.5,36.91,13.39,25.15,3.57,193.94
2024,6,15,11,91.53,4.16,202.28,0.0,22.94,10.56,38.26,13.44,25.85,4.01,203.77
2024,6,15,12,91.44,4.29,211.05,0.0,21.56,10.56,39.36,13.44,26.4,4.23,213.31
2024,6,15,13,91.35,4.24,219.91,0.0,20.56,10.44,40.08,13.28,26.68,4.27,223.0
2024,6,15,14,91.28,4.12,228.08,0.0,19.75,10.19,40.34,12.91,26.62,4.26,231.7
2024,6,15,15,91.23,3.84,236.12,0.0,19.38,9.89,40.08,12.39,26.24,4.08,239.9
2024,6,15,16,91.21,3.45,243.9,0.0,19.44,9.46,39.29,11.79,25.54,3.77,247.47
2024,6,15,17,91.23,3.0,251.8,0.0,20.31,9.22,37.97,11.39,24.68,3.42,254.79
2024,6,15,18,91.3,1.83,258.45,0.0,26.38,10.62,35.7,13.43,24.57,2.88,260.46
2024,6,15,19,91.38,1.42,263.69,0.0,29.38,10.31,33.37,13.05,23.2,2.24,266.0
2024,6,15,20,91.48,1.13,273.58,0.0,28.56,9.83,32.94,12.25,22.59,1.69,275.03
2024,6,15,21,91.55,0.88,281.81,0.0,27.88,9.4,32.62,11.62,22.12,1.28,282.34
2024,6,15,22,91.61,0.49,339.55,0.0,28.88,9.4,31.99,11.59,21.79,0.67,336.71
2024,6,15,23,91.62,1.28,47.96,0.0,33.06,9.77,30.3,12.19,21.24,1.78,47.68
2024,6,16,0,91.64,2.05,58.55,0.0,38.88,10.25,28.3,12.94,20.62,3.08,59.01
2024,6,16,1,91.63,2.35,60.02,0.0,41.81,10.31,27.21,13.09,20.15,3.83,61.18
2024,6,16,2,91.63,2.4,58.43,0.0,43.88,10.44,26.53,13.24,19.88,4.15,60.3
2024,6,16,3,91.61,2.48,61.98,0.0,45.38,10.44,26.01,13.3,19.65,4.39,63.71
2024,6,16,4,91.61,2.46,67.76,0.0,46.31,10.44,25.62,13.26,19.44,4.37,69.36
2024,6,16,5,91.6,2.37,72.94,0.0,47.0,10.5,25.48,13.36,19.41,4.26,74.92
2024,6,16,6,91.62,2.94,83.12,0.0,42.12,10.86,27.91,13.84,20.88,4.05,83.9
2024,6,16,7,91.64,3.62,115.13,0.0,37.5,11.17,30.47,14.31,22.39,4.16,115.46
2024,6,16,8,91.67,3.79,136.17,0.0,34.06,11.47,32.58,14.66,23.62,3.99,132.15
2024,6,16,9,91.68,3.69,154.41,0.0,30.75,11.54,34.51,14.76,24.64,3.62,149.57
2024,6,16,10,91.69,3.85,171.02,0.0,28.44,11.66,36.19,14.99,25.59,3.62,168.16
2024,6,16,11,91.65,4.04,182.33,0.0,26.88,11.84,37.48,15.23,26.36,3.8,181.3
2024,6,16,12,91.59,4.04,191.03,0.0,26.19,12.08,38.29,15.49,26.89,3.82,191.33
2024,6,16,13,91.52,3.9,199.52,0.0,25.62,12.21,38.83,15.64,27.24,3.72,201.18
2024,6,16,14,91.46,3.7,208.19,0.0,25.38,12.15,38.94,15.58,27.26,3.6,211.35
2024,6,16,15,91.41,3.46,215.81,0.0,25.81,12.02,38.41,15.4,26.9,3.52,219.87
2024,6,16,16,91.39,3.13,220.96,0.0,26.5,11.84,37.68,15.15,26.42,3.32,225.67
2024,6,16,17,91.41,2.64,224.28,0.0,27.62,11.66,36.64,14.93,25.78,2.94,229.1
2024,6,16,18,91.48,1.56,222.56,0.0,32.12,12.45,35.05,15.9,25.48,2.28,224.58
2024,6,16,19,91.55,0.97,194.93,0.0,35.38,12.51,33.48,16.03,24.75,1.43,198.14
2024,6,16,20,91.64,0.72,146.48,0.0,35.31,12.27,33.11,15.7,24.4,0.94,152.15
2024,6,16,21,91.69,0.79,94.53,0.0,37.44,12.33,32.23,15.85,24.05,1.01,96.63
2024,6,16,22,91.69,1.15,65.88,0.0,40.69,12.57,31.12,16.18,23.65,1.55,66.54
2024,6,16,23,91.67,1.38,59.37,0.0,43.06,12.57,30.07,16.15,23.12,1.9,60.17
2024,6,17,0,91.65,1.48,65.33,0.0,45.06,12.51,29.23,16.12,22.67,2.05,67.35
2024,6,17,1,91.63,1.53,74.62,0.0,46.81,12.51,28.51,16.08,22.3,2.17,77.92
2024,6,17,2,91.64,1.68,78.22,0.0,48.81,12.45,27.78,16.08,21.93,2.55,81.37
2024,6,17,3,91.65,1.89,71.94,0.0,50.81,12.45,27.02,16.05,21.54,3.09,74.91
2024,6,17,4,91.66,1.93,66.13,0.0,51.56,12.27,26.54,15.82,21.18,3.33,69.1
2024,6,17,5,91.69,1.94,61.37,0.0,51.62,12.08,26.3,15.63,20.97,3.47,64.41
2024,6,17,6,91.74,2.18,64.72,0.0,47.31,12.45,28.33,16.09,22.21,3.0,65.57
2024,6,17,7,91.76,1.42,115.72,0.0,37.06,11.47,31.14,14.73,22.93,1.51,121.22
2024,6,17,8,91.76,1.92,182.34,0.0,28.75,10.31,33.73,13.06,23.4,1.78,184.28
2024,6,17,9,91.76,2.55,202.49,0.0,24.94,9.83,35.5,12.4,23.95,2.35,206.82
2024,6,17,10,91.73,3.17,210.48,0.0,22.81,9.77,36.96,12.28,24.62,2.99,214.77
2024,6,17,11,91.68,3.6,214.83,0.0,21.56,9.83,38.1,12.38,25.24,3.44,218.92
2024,6,17,12,91.6,3.77,217.58,0.0,20.62,9.83,38.97,12.42,25.69,3.66,221.71
2024,6,17,13,91.52,3.75,220.26,0.0,20.0,9.83,39.42,12.34,25.88,3.69,224.66
2024,6,17,14,91.45,3.61,223.95,0.0,19.69,9.7,39.55,12.22,25.88,3.63,228.76
2024,6,17,15,91.41,3.52,228.06,0.0,19.81,9.58,39.16,11.97,25.57,3.64,232.86
2024,6,17,16,91.39,3.35,232.01,0.0,20.19,9.4,38.44,11.67,25.05,3.6,236.41
2024,6,17,17,91.41,2.94,234.53,0.0,21.19,9.22,37.26,11.41,24.33,3.3,238.15
2024,6,17,18,91.46,1.6,229.76,0.0,27.69,10.74,35.12,13.67,24.4,2.51,230.42
2024,6,17,19,91.53,1.01,199.42,0.0,29.5,10.5,33.6,13.31,23.46,1.45,202.15
2024,6,17,20,91.6,0.73,129.33,0.0,29.44,10.01,32.84,12.62,22.73,0.98,131.78
2024,6,17,21,91.65,1.15,69.35,0.0,31.31,10.07,31.85,12.71,22.28,1.56,69.85
2024,6,17,22,91.65,1.6,47.18,0.0,33.69,10.13,30.65,12.8,21.73,2.23,47.13
2024,6,17,23,91.61,1.73,35.27,0.0,34.69,10.01,29.85,12.55,21.2,2.43,34.51
2024,6,18,0,91.55,1.68,25.37,0.0,34.88,9.83,29.45,12.27,20.87,2.3,23.61
2024,6,18,1,91.49,1.53,17.88,0.0,34.44,9.58,29.28,11.93,20.61,2.02,14.3
2024,6,18,2,91.45,1.32,13.38,0.0,33.69,9.4,29.26,11.55,20.4,1.69,8.5
2024,6,18,3,91.43,1.09,11.15,0.0,33.62,9.22,28.98,11.3,20.14,1.37,4.9
2024,6,18,4,91.42,1.25,24.65,0.0,34.56,9.16,28.4,11.2,19.8,1.67,23.69
2024,6,18,5,91.43,1.59,39.41,0.0,36.88,9.28,27.55,11.44,19.49,2.2,40.25
2024,6,18,6,91.43,1.55,51.57,0.0,37.31,10.38,29.23,13.12,21.17,2.33,51.13
2024,6,18,7,91.45,0.57,133.9,0.0,26.88,8.91,32.35,10.85,21.6,0.58,169.9
2024,6,18,8,91.44,2.2,210.75,0.0,22.94,8.73,34.82,10.58,22.7,2.2,217.93
2024,6,18,9,91.46,2.74,217.95,0.0,21.62,9.22,36.86,11.39,24.12,2.69,225.35
2024,6,18,10,91.45,3.1,220.81,0.0,21.38,9.95,38.46,12.53,25.5,3.05,227.08
2024,6,18,11,91.4,3.35,227.08,0.0,21.0,10.5,39.77,13.35,26.56,3.38,232.89
2024,6,18,12,91.32,3.5,234.54,0.0,20.81,10.93,40.73,14.0,27.37,3.66,240.15
2024,6,18,13,91.25,3.74,239.9,0.0,21.06,11.41,41.29,14.64,27.96,4.04,244.72
2024,6,18,14,91.17,4.0,244.19,0.0,21.81,11.84,41.23,15.15,28.19,4.44,247.67
2024,6,18,15,91.11,3.7,252.79,0.01,23.38,12.08,40.38,15.5,27.94,4.28,254.87
2024,6,18,16,91.08,3.09,269.13,0.03,25.06,12.21,39.21,15.61,27.41,3.73,268.92
2024,6,18,17,91.1,2.21,296.2,0.09,28.31,12.63,37.58,16.12,26.86,2.89,292.61
2024,6,18,18,91.19,1.49,351.23,0.11,33.06,13.43,35.89,17.08,26.48,2.3,348.46
2024,6,18,19,91.3,2.11,44.1,0.06,38.81,14.1,33.9,17.9,25.9,3.98,41.1
2024,6,18,20,91.4,4.16,57.8,0.03,41.38,13.98,32.58,17.77,25.17,5.99,58.65
2024,6,18,21,91.48,5.11,60.3,0.01,45.19,14.16,31.28,18.04,24.65,6.52,61.23
2024,6,18,22,91.51,4.85,56.69,0.0,48.94,14.4,30.15,18.31,24.23,6.16,57.28
2024,6,18,23,91.5,4.2,52.49,0.0,50.75,14.34,29.47,18.27,23.87,5.39,52.6
2024,6,19,0,91.46,3.31,50.45,0.0,51.25,14.16,29.11,18.1,23.61,4.48,50.17
2024,6,19,1,91.41,2.39,49.11,0.0,51.75,14.1,28.81,17.99,23.4,3.64,48.13
2024,6,19,2,91.37,1.78,44.29,0.01,52.25,13.98,28.51,17.87,23.19,3.03,43.85
2024,6,19,3,91.32,1.48,38.57,0.01,53.0,13.79,28.02,17.65,22.84,2.68,38.97
2024,6,19,4,91.3,1.42,42.32,0.0,53.38,13.61,27.64,17.4,22.52,2.34,41.62
2024,6,19,5,91.29,1.25,60.7,0.0,53.81,13.49,27.34,17.26,22.3,1.98,62.83
2024,6,19,6,91.33,1.6,103.56,0.0,47.88,13.18,29.0,16.88,22.94,1.86,100.89
2024,6,19,7,91.38,2.13,141.87,0.0,39.0,12.45,31.58,15.9,23.74,2.17,139.09
2024,6,19,8,91.4,2.76,153.29,0.0,33.5,12.21,33.9,15.58,24.74,2.68,147.61
2024,6,19,9,91.4,3.12,165.48,0.0,29.88,12.15,35.97,15.57,25.77,2.93,162.0
2024,6,19,10,91.36,3.38,185.57,0.0,27.38,12.27,37.73,15.72,26.72,3.19,186.05
2024,6,19,11,91.28,3.74,206.3,0.0,25.44,12.33,39.18,15.8,27.49,3.66,209.14
2024,6,19,12,91.19,4.13,222.62,0.0,23.94,12.33,40.26,15.76,28.01,4.19,226.51
2024,6,19,13,91.11,4.39,233.25,0.01,23.06,12.21,40.77,15.64,28.21,4.6,236.93
2024,6,19,14,91.04,4.41,238.71,0.01,23.06,12.21,40.74,15.58,28.16,4.74,241.45
2024,6,19,15,90.99,4.02,241.1,0.01,23.88,12.21,40.1,15.61,27.86,4.44,242.89
2024,6,19,16,90.99,3.41,247.08,0.02,25.5,12.21,38.89,15.61,27.25,3.87,247.32
2024,6,19,17,91.02,2.75,259.2,0.06,27.88,12.33,37.42,15.75,26.58,3.22,257.52
2024,6,19,18,91.13,1.79,287.25,0.16,33.19,13.12,35.41,16.73,26.07,2.35,281.72
2024,6,19,19,91.26,1.62,338.76,0.29,40.94,14.65,33.61,18.52,26.06,2.15,334.37
2024,6,19,20,91.39,2.34,14.87,0.5,45.75,15.08,32.12,19.01,25.57,2.92,14.56
2024,6,19,21,91.5,3.35,31.47,0.45,49.88,15.01,30.53,18.98,24.76,4.37,31.56
2024,6,19,22,91.53,4.5,41.55,0.35,54.62,15.08,29.09,19.13,24.11,5.62,41.85
2024,6,19,23,91.5,4.91,46.87,0.3,59.06,15.38,28.01,19.41,23.72,5.92,47.35
2024,6,20,0,91.44,4.59,49.91,0.29,61.25,15.32,27.37,19.39,23.38,5.56,50.25
2024,6,20,1,91.41,3.9,49.55,0.19,61.06,15.01,27.04,19.01,23.02,4.8,49.16
2024,6,20,2,91.38,3.19,47.98,0.07,60.06,14.59,26.84,18.56,22.7,4.06,47.03
2024,6,20,3,91.38,2.55,47.23,0.03,58.94,14.22,26.76,18.19,22.48,3.65,46.04
2024,6,20,4,91.39,1.67,46.32,0.07,58.81,14.16,26.66,18.07,22.37,3.15,45.5
2024,6,20,5,91.43,1.46,37.85,0.15,58.94,14.16,26.64,18.08,22.36,2.8,37.51
2024,6,20,6,91.51,2.1,29.72,0.2,53.69,13.61,27.62,17.48,22.55,2.75,30.94
2024,6,20,7,91.58,2.22,21.05,0.3,48.25,13.18,28.88,16.91,22.9,2.46,22.17
2024,6,20,8,91.65,1.55,355.09,0.54,43.81,13.0,30.33,16.66,23.5,1.68,358.93
2024,6,20,9,91.69,1.34,297.76,0.76,44.06,13.24,30.58,16.99,23.78,1.33,305.46
2024,6,20,10,91.71,1.9,253.73,0.55,46.06,13.61,30.28,17.44,23.86,1.75,257.14
2024,6,20,11,91.66,2.1,233.94,0.26,45.12,13.79,30.9,17.67,24.29,1.9,235.39
2024,6,20,12,91.58,2.0,222.15,0.02,40.94,13.85,32.64,17.64,25.14,1.76,224.1
2024,6,20,13,91.49,2.31,222.67,0.0,36.19,13.67,34.63,17.44,26.04,2.05,226.08
2024,6,20,14,91.42,2.74,230.55,0.0,33.62,13.49,35.65,17.15,26.4,2.59,234.97
2024,6,20,15,91.36,2.88,232.94,0.0,32.94,13.24,35.73,16.89,26.31,2.81,237.15
2024,6,20,16,91.31,2.74,231.82,0.0,33.5,13.06,35.18,16.68,25.93,2.76,235.27
2024,6,20,17,91.33,2.5,227.53,0.0,35.31,12.94,34.08,16.54,25.31,2.62,229.71
2024,6,20,18,91.39,1.88,222.64,0.0,39.81,13.37,32.48,17.05,24.76,2.28,223.33
2024,6,20,19,91.47,0.83,213.54,0.0,47.62,14.34,30.58,18.26,24.42,1.42,214.66
2024,6,20,20,91.55,0.36,149.04,0.0,49.94,14.47,29.89,18.41,24.15,0.63,161.34
2024,6,20,21,91.6,0.59,103.85,0.01,52.44,14.59,29.18,18.55,23.87,0.89,110.5
2024,6,20,22,91.65,0.71,103.28,0.02,53.94,14.59,28.73,18.59,23.65,1.11,107.16
2024,6,20,23,91.67,0.81,119.27,0.03,55.75,14.77,28.4,18.83,23.62,1.34,124.06
2024,6,21,0,91.64,0.9,147.41,0.08,57.94,15.2,28.18,19.24,23.71,1.56,151.89
2024,6,21,1,91.63,1.01,174.25,0.19,59.44,15.26,27.8,19.31,23.55,1.8,177.01
2024,6,21,2,91.64,0.92,190.74,0.26,64.5,15.99,27.2,20.07,23.63,1.79,194.95
2024,6,21,3,91.64,0.75,186.6,0.27,66.94,16.05,26.66,20.15,23.41,1.39,191.69
2024,6,21,4,91.64,0.65,162.65,0.15,70.31,16.42,26.19,20.47,23.33,1.14,173.7
2024,6,21,5,91.65,0.69,160.13,0.04,73.19,16.6,25.73,20.66,23.19,1.1,168.93
2024,6,21,6,91.68,1.13,174.84,0.02,69.81,16.54,26.43,20.6,23.51,1.45,175.36
2024,6,21,7,91.72,1.73,180.26,0.02,61.75,16.11,28.1,20.21,24.15,1.75,177.7
2024,6,21,8,91.75,2.08,183.23,0.01,53.56,15.69,30.1,19.76,24.93,1.91,178.83
2024,6,21,9,91.73,2.68,197.85,0.03,47.5,15.44,31.98,19.51,25.74,2.39,195.95
2024,6,21,10,91.72,3.26,209.46,0.08,44.06,15.5,33.37,19.52,26.44,2.94,210.1
2024,6,21,11,91.65,3.51,216.41,0.2,41.88,15.62,34.4,19.62,27.01,3.23,218.23
2024,6,21,12,91.57,3.64,221.43,0.29,41.06,15.75,34.9,19.72,27.31,3.42,223.8
2024,6,21,13,91.49,3.77,223.32,0.32,40.5,15.81,35.19,19.76,27.48,3.64,225.78
2024,6,21,14,91.43,3.95,221.47,0.31,41.44,15.93,34.87,19.86,27.36,3.93,223.79
2024,6,21,15,91.39,3.84,217.22,0.24,42.81,15.99,34.37,19.95,27.16,3.91,219.57
2024,6,21,16,91.39,3.5,211.95,0.2,44.25,15.93,33.72,19.9,26.81,3.64,214.17
2024,6,21,17,91.42,3.2,203.93,0.16,46.62,15.87,32.7,19.87,26.29,3.44,205.69
2024,6,21,18,91.49,2.74,193.17,0.11,50.06,15.93,31.54,19.97,25.75,3.3,193.84
2024,6,21,19,91.58,1.74,179.23,0.13,57.62,16.85,30.06,20.92,25.49,3.09,178.84
2024,6,21,20,91.67,1.68,165.45,0.13,60.31,16.91,29.33,21.01,25.17,2.98,165.13
2024,6,21,21,91.72,1.65,158.55,0.16,61.5,16.72,28.83,20.83,24.83,2.87,157.62
2024,6,21,22,91.75,1.55,150.72,0.23,62.88,16.66,28.36,20.75,24.55,2.73,149.77
2024,6,21,23,91.73,1.5,145.15,0.36,64.19,16.54,27.9,20.66,24.28,2.74,143.82
2024,6,22,0,91.7,1.48,141.01,0.53,66.25,16.66,27.45,20.73,24.09,2.8,139.19
2024,6,22,1,91.66,1.42,140.6,0.71,68.44,16.78,27.05,20.87,23.96,2.8,138.96
2024,6,22,2,91.64,1.25,139.83,0.86,71.12,17.03,26.63,21.08,23.86,2.46,138.73
2024,6,22,3,91.63,1.13,129.96,0.98,74.12,17.46,26.32,21.44,23.88,2.12,128.73
2024,6,22,4,91.66,1.18,119.28,1.02,77.25,17.7,25.85,21.65,23.75,1.95,118.52
2024,6,22,5,91.7,1.2,113.74,1.06,79.44,17.82,25.51,21.75,23.63,1.8,115.78
2024,6,22,6,91.76,1.21,130.8,0.97,78.75,17.94,25.78,21.87,23.83,1.74,131.55
2024,6,22,7,91.79,1.52,156.72,0.82,75.56,17.88,26.42,21.85,24.14,1.77,156.04
2024,6,22,8,91.83,1.88,177.86,0.61,71.0,17.76,27.37,21.78,24.58,2.04,176.05
2024,6,22,9,91.82,2.43,193.19,0.46,63.0,17.4,29.08,21.47,25.27,2.46,191.17
2024,6,22,10,91.79,2.8,202.99,0.4,55.19,17.03,31.01,21.1,26.06,2.72,201.25
2024,6,22,11,91.74,3.14,208.22,0.41,50.06,16.72,32.43,20.8,26.62,3.04,206.89
2024,6,22,12,91.66,3.47,211.01,0.38,47.5,16.66,33.26,20.67,26.97,3.44,210.12
2024,6,22,13,91.59,3.69,212.82,0.39,45.81,16.66,33.9,20.65,27.27,3.72,212.49
2024,6,22,14,91.53,3.78,214.05,0.37,44.94,16.6,34.18,20.6,27.39,3.91,213.91
2024,6,22,15,91.49,3.61,213.24,0.33,44.81,16.48,34.08,20.44,27.26,3.79,213.07
2024,6,22,16,91.47,3.22,211.11,0.25,45.88,16.3,33.44,20.26,26.85,3.47,211.01
2024,6,22,17,91.5,2.69,205.45,0.14,48.0,16.17,32.55,20.19,26.37,2.99,205.23
2024,6,22,18,91.56,1.81,192.72,0.08,52.81,16.66,31.35,20.69,26.02,2.41,191.38
