-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2024 through 05/31/2024 
Location: Latitude  27.7129   Longitude 85.3112 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 776.63 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,PRECTOTCORR,RH2M,QV2M,T2M,T2MDEW,T2MWET,WS50M,WD50M
2024,5,10,23,92.42,1.65,71.22,0.0,70.62,12.7,22.04,16.55,19.3,2.52,71.96
2024,5,11,0,92.39,1.72,72.06,0.0,70.94,12.51,21.67,16.27,18.98,2.66,72.36
2024,5,11,1,92.37,1.78,71.01,0.0,70.94,12.27,21.42,16.02,18.73,2.74,71.2
2024,5,11,2,92.36,1.77,68.2,0.0,70.62,12.08,21.23,15.77,18.5,2.74,68.11
2024,5,11,3,92.36,1.93,70.18,0.0,71.31,12.02,20.97,15.67,18.32,3.09,70.33
2024,5,11,4,92.4,2.08,76.07,0.0,71.88,11.9,20.72,15.55,18.13,3.5,76.06
2024,5,11,5,92.45,2.12,77.86,0.0,71.81,11.78,20.58,15.4,17.99,3.72,78.12
2024,5,11,6,92.52,2.06,79.71,0.0,69.19,12.7,22.35,16.54,19.44,3.58,80.97
2024,5,11,7,92.58,3.41,103.4,0.01,60.19,12.7,24.69,16.58,20.63,4.37,106.4
2024,5,11,8,92.62,3.83,117.82,0.06,55.44,12.82,26.29,16.76,21.52,4.52,116.61
2024,5,11,9,92.63,3.15,128.55,0.07,51.31,13.0,27.8,16.92,22.36,3.56,124.53
2024,5,11,10,92.6,2.53,144.44,0.08,47.88,13.12,29.19,17.07,23.13,2.7,137.58
2024,5,11,11,92.53,2.23,160.8,0.08,45.06,13.18,30.31,17.11,23.71,2.23,152.72
2024,5,11,12,92.45,2.0,176.19,0.09,43.38,13.31,31.06,17.17,24.12,1.89,168.55
2024,5,11,13,92.35,1.82,189.91,0.1,42.5,13.31,31.46,17.2,24.33,1.68,184.28
2024,5,11,14,92.26,1.7,203.51,0.1,42.25,13.31,31.56,17.19,24.37,1.58,200.85
2024,5,11,15,92.21,1.57,215.67,0.1,43.0,13.24,31.15,17.11,24.13,1.51,215.09
2024,5,11,16,92.21,1.32,226.2,0.09,44.56,13.18,30.43,17.03,23.73,1.34,226.18
2024,5,11,17,92.24,0.94,235.78,0.06,47.25,13.24,29.51,17.15,23.33,1.04,234.51
2024,5,11,18,92.31,0.3,234.64,0.03,53.94,14.1,28.26,18.15,23.2,0.38,238.63
2024,5,11,19,92.4,0.52,66.12,0.02,59.94,14.28,26.72,18.42,22.57,0.78,64.46
2024,5,11,20,92.48,1.31,66.8,0.02,65.06,14.4,25.45,18.54,22.0,2.03,67.18
2024,5,11,21,92.52,1.7,66.73,0.02,68.38,14.28,24.52,18.44,21.48,2.75,67.81
2024,5,11,22,92.55,1.86,65.92,0.04,70.81,14.22,23.83,18.33,21.08,3.04,67.79
2024,5,11,23,92.53,1.93,66.44,0.06,72.38,14.1,23.33,18.18,20.76,3.17,68.88
2024,5,12,0,92.51,1.92,71.05,0.11,73.25,14.04,23.08,18.13,20.61,3.18,73.61
2024,5,12,1,92.49,1.87,76.49,0.19,74.56,14.1,22.87,18.21,20.55,3.21,79.48
2024,5,12,2,92.47,1.81,85.79,0.24,75.56,14.16,22.68,18.22,20.44,3.3,88.91
2024,5,12,3,92.47,1.81,88.52,0.36,76.81,14.1,22.37,18.17,20.27,3.5,91.15
2024,5,12,4,92.49,1.82,85.07,0.45,78.25,14.1,22.06,18.15,20.11,3.53,87.71
2024,5,12,5,92.53,1.78,86.97,0.48,79.38,14.04,21.79,18.12,19.95,3.47,90.13
2024,5,12,6,92.6,2.22,90.4,0.49,77.5,14.28,22.44,18.38,20.41,3.32,92.43
2024,5,12,7,92.66,2.91,105.27,0.54,72.31,14.34,23.65,18.48,21.06,3.66,110.21
2024,5,12,8,92.71,3.42,126.09,0.64,68.31,14.71,25.03,18.9,21.97,4.06,128.13
2024,5,12,9,92.74,3.78,139.53,0.9,63.5,14.77,26.35,19.0,22.68,4.45,140.77
2024,5,12,10,92.7,4.33,154.78,1.08,58.56,14.71,27.67,18.94,23.31,5.0,155.44
2024,5,12,11,92.64,4.58,166.27,1.1,55.19,14.65,28.62,18.86,23.73,5.18,166.4
2024,5,12,12,92.56,4.4,175.62,1.03,52.94,14.59,29.19,18.73,23.96,4.91,175.35
2024,5,12,13,92.46,4.08,184.73,0.92,52.0,14.47,29.36,18.58,23.98,4.51,184.47
2024,5,12,14,92.39,3.64,190.13,0.78,53.12,14.53,29.05,18.63,23.84,4.07,189.84
2024,5,12,15,92.33,3.11,192.33,0.67,54.25,14.53,28.67,18.63,23.65,3.48,192.32
2024,5,12,16,92.3,2.53,194.46,0.53,54.88,14.34,28.29,18.46,23.37,2.86,194.87
2024,5,12,17,92.32,1.81,195.78,0.35,57.81,14.4,27.44,18.51,22.97,2.16,196.2
2024,5,12,18,92.36,0.96,182.33,0.21,64.62,15.01,26.26,19.19,22.73,1.39,183.56
2024,5,12,19,92.42,0.72,135.44,0.17,69.44,15.01,25.06,19.19,22.12,1.06,139.17
2024,5,12,20,92.5,0.99,110.29,0.09,72.12,14.83,24.23,19.0,21.61,1.49,111.19
2024,5,12,21,92.53,1.25,95.03,0.07,75.31,14.71,23.4,18.87,21.14,1.96,94.57
2024,5,12,22,92.54,1.57,78.8,0.05,78.06,14.53,22.62,18.67,20.65,2.6,78.39
2024,5,12,23,92.52,1.79,68.71,0.06,80.06,14.4,22.01,18.46,20.24,3.14,68.41
2024,5,13,0,92.5,1.86,60.52,0.07,81.56,14.28,21.57,18.31,19.94,3.41,60.39
2024,5,13,1,92.46,1.93,52.57,0.08,83.06,14.16,21.16,18.19,19.68,3.63,52.78
2024,5,13,2,92.43,1.97,47.25,0.11,84.0,14.16,20.93,18.15,19.54,3.76,47.53
2024,5,13,3,92.44,2.0,48.65,0.09,83.75,14.04,20.86,18.04,19.44,3.81,48.74
2024,5,13,4,92.45,2.0,53.09,0.08,82.56,13.85,20.93,17.87,19.4,3.75,53.3
2024,5,13,5,92.5,2.04,55.94,0.05,81.19,13.61,20.89,17.58,19.23,3.63,56.31
2024,5,13,6,92.55,2.1,57.02,0.04,75.38,13.98,22.53,18.04,20.29,3.31,57.32
2024,5,13,7,92.6,1.96,81.74,0.12,64.25,13.73,24.92,17.83,21.38,2.13,90.21
2024,5,13,8,92.62,1.58,133.19,0.14,57.69,13.85,26.9,17.98,22.44,1.66,133.29
2024,5,13,9,92.63,1.35,163.55,0.11,52.5,13.73,28.33,17.77,23.05,1.23,158.81
2024,5,13,10,92.58,1.46,193.96,0.13,48.12,13.55,29.58,17.52,23.55,1.24,193.86
2024,5,13,11,92.54,1.84,214.63,0.12,45.12,13.37,30.54,17.33,23.93,1.65,217.52
2024,5,13,12,92.45,2.14,224.56,0.11,42.81,13.24,31.26,17.13,24.19,2.01,228.31
2024,5,13,13,92.36,2.21,228.87,0.09,41.44,13.12,31.65,16.95,24.3,2.13,232.92
2024,5,13,14,92.28,2.11,232.96,0.1,40.75,13.0,31.77,16.79,24.28,2.09,236.9
2024,5,13,15,92.23,2.03,239.49,0.07,40.94,12.82,31.44,16.58,24.01,2.09,243.53
2024,5,13,16,92.19,1.9,249.25,0.05,41.5,12.63,30.9,16.3,23.59,2.03,253.24
2024,5,13,17,92.22,1.71,259.72,0.01,43.25,12.51,30.01,16.18,23.09,1.94,262.36
2024,5,13,18,92.26,1.1,263.88,0.01,51.88,13.55,28.27,17.53,22.9,1.63,269.72
2024,5,13,19,92.34,0.6,282.04,0.0,56.44,13.43,26.7,17.44,22.08,0.95,288.29
2024,5,13,20,92.42,0.31,4.4,0.0,56.69,13.18,26.28,17.11,21.69,0.53,354.88
2024,5,13,21,92.46,0.82,57.07,0.0,59.25,13.0,25.36,16.96,21.16,1.16,53.21
2024,5,13,22,92.48,1.36,66.97,0.0,61.62,12.88,24.51,16.78,20.65,1.96,65.99
2024,5,13,23,92.5,1.73,67.48,0.0,64.81,12.88,23.65,16.76,20.21,2.55,67.68
2024,5,14,0,92.49,1.94,65.5,0.0,67.31,12.82,23.0,16.73,19.86,2.92,66.66
2024,5,14,1,92.47,2.05,63.53,0.01,69.0,12.82,22.56,16.69,19.62,3.15,64.77
2024,5,14,2,92.44,2.09,60.95,0.01,70.12,12.76,22.25,16.65,19.44,3.25,62.2
2024,5,14,3,92.43,2.06,65.09,0.0,70.31,12.7,22.12,16.55,19.33,3.21,66.62
2024,5,14,4,92.42,2.04,71.43,0.0,70.06,12.63,22.05,16.44,19.25,3.15,73.41
2024,5,14,5,92.46,2.02,77.74,0.01,70.0,12.45,21.89,16.27,19.08,3.08,80.66
2024,5,14,6,92.51,1.88,80.93,0.01,68.12,13.49,23.65,17.55,20.6,2.95,83.46
2024,5,14,7,92.56,2.17,112.03,0.05,55.0,13.0,26.59,16.9,21.75,2.52,118.55
2024,5,14,8,92.6,2.23,149.76,0.08,48.06,12.88,28.78,16.76,22.76,2.37,149.04
2024,5,14,9,92.62,1.86,171.05,0.08,43.94,12.76,30.2,16.59,23.4,1.79,167.36
2024,5,14,10,92.58,1.78,188.09,0.07,41.31,12.7,31.15,16.45,23.8,1.61,185.57
2024,5,14,11,92.54,2.03,198.16,0.06,39.31,12.57,31.89,16.32,24.1,1.88,197.45
2024,5,14,12,92.45,2.15,204.89,0.08,37.69,12.45,32.42,16.12,24.27,2.05,205.0
2024,5,14,13,92.38,2.04,212.17,0.07,37.0,12.33,32.58,15.97,24.28,2.01,212.95
2024,5,14,14,92.3,1.79,220.22,0.07,36.44,12.21,32.65,15.78,24.22,1.83,221.03
2024,5,14,15,92.26,1.5,225.0,0.06,36.5,12.02,32.36,15.55,23.95,1.62,225.98
2024,5,14,16,92.25,1.01,230.02,0.03,37.56,11.9,31.62,15.36,23.49,1.17,230.15
2024,5,14,17,92.27,0.29,244.13,0.01,40.56,12.21,30.7,15.76,23.23,0.44,237.45
2024,5,14,18,92.32,0.45,54.12,0.0,49.5,13.61,29.13,17.56,23.34,0.74,48.87
2024,5,14,19,92.37,1.31,56.21,0.0,58.5,14.22,27.04,18.33,22.69,2.3,54.69
2024,5,14,20,92.44,1.83,59.5,0.0,59.31,13.73,26.23,17.79,22.01,3.43,58.12
2024,5,14,21,92.47,2.13,56.84,0.0,60.69,13.43,25.47,17.44,21.45,4.09,56.46
2024,5,14,22,92.48,2.31,52.01,0.0,62.75,13.24,24.69,17.23,20.95,4.49,52.35
2024,5,14,23,92.46,2.42,48.01,0.0,63.94,13.06,24.16,17.04,20.6,4.74,48.81
2024,5,15,0,92.42,2.49,45.0,0.0,65.06,13.0,23.76,16.92,20.33,4.87,45.91
2024,5,15,1,92.38,2.53,43.0,0.01,66.06,12.94,23.4,16.82,20.11,4.92,43.97
2024,5,15,2,92.35,2.5,42.6,0.0,66.31,12.82,23.18,16.66,19.92,4.74,43.6
2024,5,15,3,92.34,2.37,48.07,0.0,66.62,12.7,22.98,16.55,19.76,4.2,48.99
2024,5,15,4,92.37,2.23,55.25,0.0,65.69,12.51,23.0,16.35,19.67,3.66,56.48
2024,5,15,5,92.42,2.14,62.41,0.0,64.69,12.39,23.11,16.2,19.65,3.39,64.03
2024,5,15,6,92.49,1.81,69.21,0.0,64.12,13.55,24.7,17.58,21.15,3.17,71.03
2024,5,15,7,92.57,2.14,99.02,0.0,50.12,12.63,27.69,16.43,22.06,2.58,104.75
2024,5,15,8,92.65,2.65,146.54,0.03,44.31,12.7,29.97,16.53,23.25,2.93,146.31
2024,5,15,9,92.68,2.56,164.05,0.04,41.62,12.94,31.36,16.77,24.07,2.68,162.2
2024,5,15,10,92.68,2.32,172.85,0.06,39.81,13.0,32.23,16.83,24.53,2.36,171.04
2024,5,15,11,92.66,2.08,176.99,0.07,38.12,13.0,33.01,16.83,24.93,2.08,175.7
2024,5,15,12,92.59,1.81,178.02,0.06,36.56,12.94,33.63,16.73,25.18,1.82,177.3
2024,5,15,13,92.52,1.54,175.65,0.07,35.31,12.82,34.1,16.56,25.33,1.57,175.73
2024,5,15,14,92.44,1.32,166.29,0.05,34.81,12.63,34.1,16.36,25.23,1.39,166.98
2024,5,15,15,92.4,1.09,146.65,0.05,35.19,12.51,33.75,16.2,24.98,1.17,150.35
2024,5,15,16,92.39,0.99,115.35,0.05,36.81,12.51,32.93,16.19,24.55,1.03,120.07
2024,5,15,17,92.41,1.21,81.45,0.03,40.31,12.88,31.8,16.64,24.22,1.44,81.25
2024,5,15,18,92.46,1.35,63.43,0.02,50.75,14.53,29.87,18.65,24.26,2.56,62.18
2024,5,15,19,92.53,1.89,56.64,0.0,55.56,14.47,28.26,18.63,23.44,3.74,57.11
2024,5,15,20,92.58,2.23,55.25,0.0,58.12,14.28,27.27,18.45,22.86,4.33,56.4
2024,5,15,21,92.61,2.28,55.33,0.0,60.69,14.22,26.43,18.36,22.4,4.37,56.88
2024,5,15,22,92.61,2.23,52.97,0.01,62.94,14.16,25.76,18.3,22.03,4.26,54.94
2024,5,15,23,92.59,2.19,48.47,0.01,64.69,14.16,25.28,18.28,21.78,4.17,50.17
2024,5,16,0,92.55,2.16,44.27,0.01,65.88,14.04,24.83,18.14,21.48,4.06,45.55
2024,5,16,1,92.5,2.14,42.03,0.0,65.94,13.79,24.52,17.87,21.19,3.92,42.66
2024,5,16,2,92.47,2.14,41.3,0.0,65.44,13.43,24.19,17.42,20.8,3.85,41.87
2024,5,16,3,92.44,2.12,42.32,0.0,64.12,12.94,23.96,16.89,20.42,3.59,42.89
2024,5,16,4,92.45,2.02,43.9,0.0,62.19,12.63,24.02,16.46,20.24,3.18,44.6
2024,5,16,5,92.47,1.93,44.02,0.0,60.5,12.27,24.06,16.06,20.06,2.91,44.89
2024,5,16,6,92.53,1.66,42.53,0.0,61.0,13.37,25.36,17.41,21.38,2.8,43.42
2024,5,16,7,92.58,1.08,52.96,0.0,46.44,12.27,28.51,15.96,22.23,0.96,56.96
2024,5,16,8,92.63,1.38,225.46,0.01,41.38,12.63,31.08,16.4,23.74,1.47,231.67
2024,5,16,9,92.62,2.18,246.29,0.01,37.94,12.63,32.58,16.38,24.48,2.23,252.01
2024,5,16,10,92.59,2.64,253.66,0.01,34.81,12.39,33.74,16.04,24.89,2.7,258.5
2024,5,16,11,92.53,2.94,256.18,0.0,32.25,12.08,34.73,15.68,25.2,3.05,260.27
2024,5,16,12,92.44,3.16,258.02,0.0,30.38,11.84,35.41,15.35,25.38,3.32,261.6
2024,5,16,13,92.34,3.23,260.54,0.0,29.0,11.6,35.8,14.98,25.39,3.44,263.36
2024,5,16,14,92.23,3.22,262.18,0.0,28.19,11.23,35.76,14.48,25.12,3.49,264.23
2024,5,16,15,92.14,3.23,264.59,0.0,27.81,10.86,35.37,13.94,24.65,3.62,266.16
2024,5,16,16,92.1,3.14,270.71,0.0,27.88,10.44,34.6,13.33,23.97,3.64,271.48
2024,5,16,17,92.11,2.69,278.86,0.0,29.81,10.44,33.36,13.27,23.32,3.4,278.73
2024,5,16,18,92.16,1.44,290.99,0.0,42.25,12.82,30.83,16.52,23.67,2.48,293.41
2024,5,16,19,92.21,1.02,333.04,0.0,45.44,12.63,29.33,16.35,22.84,1.58,330.64
2024,5,16,20,92.26,1.24,19.46,0.0,45.62,12.15,28.62,15.76,22.19,1.79,17.01
2024,5,16,21,92.29,1.86,38.51,0.0,50.25,12.39,27.29,16.12,21.7,2.78,37.45
2024,5,16,22,92.28,2.29,44.17,0.0,54.38,12.51,26.08,16.26,21.16,3.59,43.85
2024,5,16,23,92.26,2.41,47.5,0.0,56.5,12.45,25.36,16.19,20.77,3.88,47.61
2024,5,17,0,92.23,2.39,48.97,0.0,57.81,12.33,24.8,16.03,20.41,3.83,49.55
2024,5,17,1,92.2,2.31,48.98,0.0,58.5,12.15,24.34,15.79,20.07,3.6,49.92
2024,5,17,2,92.19,2.15,48.54,0.0,57.88,11.84,24.16,15.45,19.8,3.15,50.34
2024,5,17,3,92.18,1.94,51.05,0.0,56.06,11.6,24.29,15.05,19.67,2.75,52.38
2024,5,17,4,92.2,2.0,50.22,0.0,56.69,11.47,23.94,14.92,19.43,2.93,51.17
2024,5,17,5,92.23,2.08,49.26,0.0,57.25,11.35,23.61,14.76,19.19,3.12,50.38
2024,5,17,6,92.28,1.9,48.5,0.0,59.25,12.33,24.43,16.08,20.26,3.14,50.14
2024,5,17,7,92.32,1.79,52.98,0.0,47.94,11.6,26.99,15.07,21.03,2.25,52.49
2024,5,17,8,92.37,0.44,95.1,0.0,39.0,10.62,28.98,13.6,21.29,0.31,121.7
2024,5,17,9,92.37,2.0,217.72,0.0,31.69,9.83,31.33,12.46,21.9,2.22,222.57
2024,5,17,10,92.35,3.02,223.22,0.0,28.75,9.64,32.71,12.16,22.44,3.2,226.48
2024,5,17,11,92.29,3.4,226.21,0.0,27.25,9.52,33.4,11.97,22.69,3.6,228.78
2024,5,17,12,92.22,3.29,232.04,0.0,26.56,9.4,33.65,11.79,22.72,3.51,234.43
2024,5,17,13,92.13,3.02,240.38,0.0,26.31,9.34,33.72,11.68,22.7,3.24,243.19
2024,5,17,14,92.02,2.82,247.9,0.0,26.44,9.34,33.51,11.58,22.55,3.08,250.87
2024,5,17,15,91.96,2.57,249.69,0.0,27.44,9.4,33.0,11.72,22.36,2.92,252.54
2024,5,17,16,91.94,2.15,253.74,0.0,28.75,9.46,32.3,11.83,22.06,2.62,256.05
2024,5,17,17,91.96,1.25,263.9,0.0,34.38,10.62,31.19,13.58,22.38,1.8,267.26
2024,5,17,18,91.99,0.48,323.7,0.0,40.5,11.78,30.11,15.19,22.65,0.7,322.24
2024,5,17,19,92.03,1.14,41.67,0.0,42.94,11.47,28.65,14.81,21.73,1.59,41.42
2024,5,17,20,92.09,1.93,52.39,0.0,49.5,11.9,26.84,15.44,21.15,2.89,52.36
2024,5,17,21,92.12,2.33,51.4,0.0,53.38,12.02,25.72,15.62,20.67,3.69,51.62
2024,5,17,22,92.13,2.43,48.78,0.0,54.44,11.9,25.19,15.44,20.32,3.96,49.4
2024,5,17,23,92.11,2.42,46.05,0.0,54.75,11.78,24.98,15.32,20.15,3.99,46.83
2024,5,18,0,92.07,2.34,41.08,0.0,54.88,11.78,24.89,15.3,20.09,3.76,42.22
2024,5,18,1,92.02,2.16,36.04,0.0,54.19,11.72,25.04,15.23,20.13,3.3,36.82
2024,5,18,2,91.99,1.8,31.9,0.0,51.69,11.47,25.49,14.9,20.19,2.58,32.39
2024,5,18,3,91.99,1.52,31.72,0.0,49.31,11.17,25.83,14.46,20.15,2.09,31.85
2024,5,18,4,92.01,1.37,35.5,0.0,47.88,10.99,26.0,14.13,20.07,1.9,36.3
2024,5,18,5,92.04,1.37,43.38,0.0,48.19,10.99,25.93,14.19,20.05,1.93,44.84
2024,5,18,6,92.09,1.32,58.1,0.0,51.44,12.02,26.36,15.62,20.99,2.02,60.86
2024,5,18,7,92.11,0.89,103.67,0.0,41.19,10.93,28.52,14.03,21.27,0.86,114.02
2024,5,18,8,92.13,1.17,193.94,0.0,33.62,9.95,30.44,12.58,21.51,1.21,204.08
2024,5,18,9,92.13,1.81,204.46,0.0,30.56,9.95,32.12,12.58,22.35,1.78,211.18
2024,5,18,10,92.1,2.47,209.81,0.0,29.25,10.38,33.61,13.19,23.4,2.47,214.04
2024,5,18,11,92.04,2.53,214.18,0.0,28.81,10.8,34.58,13.82,24.2,2.53,217.86
2024,5,18,12,91.96,2.21,219.99,0.0,28.38,11.17,35.44,14.3,24.87,2.21,224.71
2024,5,18,13,91.87,1.86,226.02,0.0,28.0,11.29,35.93,14.52,25.23,1.87,231.79
2024,5,18,14,91.76,1.57,228.22,0.0,28.19,11.41,35.94,14.65,25.3,1.6,234.76
2024,5,18,15,91.68,1.42,231.49,0.0,29.06,11.41,35.4,14.65,25.03,1.49,237.64
2024,5,18,16,91.64,1.04,228.04,0.0,29.94,11.29,34.59,14.41,24.5,1.16,233.75
2024,5,18,17,91.66,0.51,181.76,0.0,32.62,11.54,33.46,14.74,24.1,0.6,192.77
2024,5,18,18,91.71,1.0,99.46,0.0,44.44,13.61,30.96,17.46,24.21,1.62,97.19
2024,5,18,19,91.81,1.98,82.73,0.0,51.56,13.55,28.27,17.43,22.85,3.7,81.99
2024,5,18,20,91.91,2.5,73.83,0.0,52.56,12.94,27.19,16.74,21.97,4.95,74.91
2024,5,18,21,91.99,2.74,65.56,0.0,55.12,12.76,26.14,16.53,21.33,5.41,67.77
2024,5,18,22,92.03,2.7,61.88,0.0,57.69,12.7,25.28,16.45,20.87,5.15,64.41
2024,5,18,23,92.03,2.65,60.11,0.0,59.44,12.57,24.65,16.33,20.48,4.8,62.56
2024,5,19,0,92.01,2.62,59.39,0.0,60.5,12.39,24.15,16.13,20.14,4.63,61.49
2024,5,19,1,91.98,2.62,58.92,0.0,61.0,12.21,23.73,15.87,19.8,4.59,60.73
2024,5,19,2,91.96,2.59,58.32,0.0,61.25,12.08,23.48,15.69,19.58,4.5,60.32
2024,5,19,3,91.94,2.63,61.0,0.0,61.56,11.96,23.19,15.51,19.35,4.54,62.86
2024,5,19,4,91.94,2.65,64.27,0.0,61.88,11.78,22.9,15.31,19.11,4.54,66.26
2024,5,19,5,91.97,2.64,67.16,0.0,62.0,11.66,22.67,15.14,18.9,4.51,69.21
2024,5,19,6,92.01,2.39,69.55,0.0,59.88,12.51,24.42,16.23,20.32,4.24,70.53
2024,5,19,7,92.02,3.26,86.3,0.0,46.19,11.6,27.58,15.02,21.3,4.02,88.77
2024,5,19,8,92.03,3.31,107.02,0.0,37.56,10.93,30.07,13.97,22.02,3.73,104.18
2024,5,19,9,92.01,2.88,123.17,0.0,32.94,10.62,31.92,13.56,22.74,3.1,116.82
2024,5,19,10,91.97,2.91,138.92,0.0,30.62,10.74,33.36,13.69,23.53,3.0,131.94
2024,5,19,11,91.9,3.05,151.2,0.0,29.56,10.99,34.4,14.03,24.22,3.07,144.94
2024,5,19,12,91.83,3.2,159.44,0.0,29.06,11.23,35.12,14.39,24.75,3.22,154.55
2024,5,19,13,91.76,3.38,162.78,0.01,29.38,11.54,35.39,14.81,25.1,3.44,159.09
2024,5,19,14,91.67,3.41,162.56,0.02,30.25,11.84,35.27,15.15,25.22,3.57,160.06
2024,5,19,15,91.61,3.15,160.44,0.04,31.94,12.02,34.55,15.38,24.97,3.43,159.87
2024,5,19,16,91.59,2.64,155.11,0.05,33.81,12.02,33.58,15.44,24.51,3.0,156.84
2024,5,19,17,91.59,2.11,137.25,0.04,37.19,12.33,32.3,15.8,24.05,2.59,141.5
2024,5,19,18,91.64,1.47,108.53,0.04,47.75,14.04,30.19,17.95,24.07,2.59,108.49
2024,5,19,19,91.72,1.76,83.38,0.04,54.81,14.28,28.13,18.3,23.22,3.38,82.43
2024,5,19,20,91.8,2.01,72.55,0.03,55.69,13.92,27.43,17.89,22.65,4.14,71.19
2024,5,19,21,91.84,2.19,63.53,0.03,56.88,13.67,26.74,17.58,22.16,4.56,62.69
2024,5,19,22,91.87,2.45,55.4,0.03,59.06,13.61,26.05,17.55,21.8,5.03,55.64
2024,5,19,23,91.87,2.73,51.16,0.03,61.19,13.49,25.33,17.44,21.39,5.4,51.64
2024,5,20,0,91.83,3.03,49.4,0.04,62.75,13.43,24.8,17.35,21.08,5.64,49.72
2024,5,20,1,91.82,3.28,49.44,0.05,64.12,13.37,24.36,17.27,20.82,5.84,49.62
2024,5,20,2,91.82,3.39,50.04,0.04,65.06,13.31,24.03,17.18,20.61,5.91,50.1
2024,5,20,3,91.84,3.52,53.13,0.02,65.62,13.12,23.68,16.98,20.33,6.04,53.0
2024,5,20,4,91.89,3.6,55.24,0.01,65.62,12.88,23.36,16.68,20.01,6.14,55.16
2024,5,20,5,91.95,3.6,55.34,0.02,65.31,12.63,23.15,16.4,19.78,6.15,55.4
2024,5,20,6,92.02,3.94,55.59,0.01,61.25,12.7,24.33,16.51,20.43,5.75,55.86
2024,5,20,7,92.05,4.35,65.73,0.0,51.75,12.02,26.23,15.59,20.9,5.26,68.04
2024,5,20,8,92.08,4.25,92.85,0.0,39.5,10.56,28.68,13.53,21.11,5.01,92.59
2024,5,20,9,92.11,3.73,115.01,0.0,34.31,10.25,30.57,13.01,21.8,4.24,110.94
2024,5,20,10,92.1,3.46,135.0,0.0,32.19,10.44,32.03,13.29,22.65,3.74,129.41
2024,5,20,11,92.07,3.33,151.57,0.0,30.81,10.68,33.15,13.62,23.39,3.45,146.27
2024,5,20,12,92.02,3.24,165.06,0.0,30.44,10.86,33.7,13.9,23.8,3.28,161.22
2024,5,20,13,91.95,3.22,174.29,0.01,30.44,11.11,34.05,14.21,24.13,3.26,171.87
2024,5,20,14,91.87,3.13,179.14,0.01,30.81,11.17,34.0,14.34,24.17,3.2,178.04
2024,5,20,15,91.83,2.86,175.15,0.02,31.75,11.29,33.59,14.44,24.01,3.0,174.93
2024,5,20,16,91.83,2.41,165.38,0.03,33.56,11.23,32.55,14.41,23.48,2.61,166.34
2024,5,20,17,91.86,1.99,148.8,0.01,36.5,11.29,31.18,14.51,22.84,2.26,150.87
2024,5,20,18,91.94,1.47,126.14,0.0,45.75,12.63,29.19,16.32,22.76,2.37,124.37
2024,5,20,19,92.03,1.65,103.71,0.0,54.62,13.24,26.96,17.15,22.05,2.99,102.84
2024,5,20,20,92.13,1.83,95.15,0.0,55.88,12.82,26.04,16.65,21.34,3.62,93.71
2024,5,20,21,92.18,1.91,90.0,0.0,57.12,12.51,25.27,16.29,20.78,3.84,89.18
2024,5,20,22,92.2,1.92,86.03,0.0,58.75,12.39,24.64,16.14,20.39,3.81,85.76
2024,5,20,23,92.2,1.95,82.87,0.0,60.38,12.27,24.05,16.01,20.03,3.79,82.42
2024,5,21,0,92.17,1.93,77.87,0.0,61.81,12.21,23.57,15.93,19.75,3.73,77.42
2024,5,21,1,92.15,1.93,72.08,0.0,62.56,12.15,23.26,15.83,19.55,3.69,72.1
2024,5,21,2,92.15,1.9,66.71,0.0,63.31,12.08,22.97,15.73,19.35,3.55,67.33
2024,5,21,3,92.14,1.93,65.1,0.0,64.0,11.96,22.63,15.59,19.11,3.55,65.81
2024,5,21,4,92.14,2.01,65.92,0.0,64.69,11.84,22.27,15.41,18.84,3.65,66.83
2024,5,21,5,92.18,2.03,66.4,0.0,64.75,11.78,22.15,15.31,18.73,3.74,67.4
2024,5,21,6,92.21,2.39,66.28,0.0,60.25,12.15,23.87,15.82,19.84,3.56,67.54
2024,5,21,7,92.26,2.75,92.28,0.0,51.81,11.9,26.05,15.45,20.76,3.26,95.51
2024,5,21,8,92.29,2.48,113.01,0.0,46.44,11.9,27.97,15.45,21.71,2.85,109.73
2024,5,21,9,92.29,2.12,128.43,0.02,43.31,12.08,29.41,15.65,22.53,2.38,120.87
2024,5,21,10,92.26,2.07,134.39,0.04,41.56,12.33,30.51,15.98,23.25,2.22,125.42
